point_x,point_y,line_point1_x,line_point1_y,line_point2_x,line_point2_y,area,distance
5.88433777760316690e-01,8.26019784855570038e-01, 5.21230558245158737e-01,6.36183570316770086e-01, 4.34507700066501190e-01,3.13703589023384466e-01, 5.20855386148186966e-03, 1.55973956095113598e-02
8.35080611421616936e-01,7.82910747818726382e-01, 4.96437704965820958e-01,8.33423766092052598e-01, 1.89847817414771969e-01,9.07026647379948647e-01, 9.43831305057087240e-03, 2.99342912768960877e-02
1.44124933995855797e-01,2.63796538483227483e-02, 5.30651602605107797e-01,1.90213036346971065e-01, 9.26711179050104361e-01,1.26212427181355058e-01, 8.96257223297140804e-02, 2.23395632040998438e-01
2.58825529357852413e-01,2.17080840952537102e-02, 3.76767920613410245e-01,3.36255473328970989e-01, 8.06440333662239661e-01,3.13488874487752867e-01, 1.37837482858349986e-01, 3.20347304284352430e-01
3.88988219392155332e-01,2.89028002756954949e-01, 3.75309263183920216e-01,4.38693955336172503e-01, 4.99097487753263680e-01,2.97366693325168407e-01, 1.65936731201825963e-02, 8.83230643151344391e-02
4.21083229114509683e-01,4.92857117223528984e-01, 5.02048180767740604e-01,7.21756264136239056e-01, 9.54913112643528184e-01,6.02060472962707260e-01, 1.13351560518510572e-01, 2.41988988530550148e-01
7.18547733428294921e-01,1.82316901366519235e-01, 3.96146704605282451e-01,9.39084194084156110e-01, 8.53219260143815772e-01,7.70112916461009434e-01, 2.91421046683186247e-01, 5.98025405350338768e-01
1.15272627773174152e-02,7.79678459280990666e-01, 9.85404471884767097e-01,5.21637632863082512e-01, 3.49597610379903778e-01,4.06904003791900615e-01, 2.75800594455503367e-01, 4.26885696690903593e-01
3.83311141442406522e-01,7.21526536996820456e-01, 9.31372704815015662e-01,2.08812008866552934e-01, 1.14852522816212610e-01,6.39456238215664996e-01, 1.82622210227889659e-01, 1.97830436353053002e-01
2.17557425541566429e-01,8.40857501955056152e-01, 2.12102946790173275e-01,9.17940842472828256e-01, 5.04626145196420350e-01,1.98728368736794669e-02, 1.76501724582499679e-02, 1.86871540534788508e-02
3.89725359673696037e-01,6.97582963730060901e-01, 7.54316798540542011e-01,4.42474510332796944e-01, 4.65769571529870974e-01,8.66716641044252056e-01, 8.10642120492644502e-02, 1.57998328457842396e-01
3.39859037023803712e-01,6.40244463059508773e-01, 7.20278772677208301e-01,2.38520996925828843e-01, 7.13984967176910734e-01,1.46803638277279491e-01, 3.74194626926604018e-02, 4.07029488175395804e-01
6.40752995217044763e-01,7.90374825622579436e-01, 8.73419575109560919e-01,6.00697472639391106e-01, 4.75009965465288952e-01,4.19721799518207761e-01, 1.17676271069242527e-01, 2.68920836851100298e-01
6.55207588245602213e-01,9.36361421610807043e-01, 4.64131864973473696e-01,9.96843785430534202e-01, 4.20977148180807892e-01,8.63987319631680295e-01, 2.79957445754861201e-02, 2.00414023710464184e-01
4.86963611685366726e-01,5.62832561302022416e-01, 7.35410103626870981e-01,2.21264889815374399e-01, 7.13317177313556261e-01,6.84965641677056869e-01, 1.07658595713507943e-01, 2.31909499833620053e-01
6.92942477536303780e-01,5.00430412703196326e-01, 6.25256305695796377e-01,5.86829267940854549e-01, 4.14354460932174318e-01,2.66569283978948302e-01, 3.98988502631709846e-02, 1.04047992751641255e-01
7.58708926666439409e-01,2.14766410042415812e-01, 8.58914948801962508e-01,2.17787510211999713e-02, 6.55334341026023948e-01,2.60081161837433128e-01, 1.54092082635947335e-02, 4.91644736284106709e-02
9.48480677686721729e-01,6.57185778450260161e-01, 4.65475213726667114e-02,2.33242461330047890e-01, 5.24929842355580156e-01,8.35782096336209701e-01, 3.40643486796263772e-01, 4.42766320099886701e-01
2.54528718055053504e-01,6.92999329571656109e-01, 5.55276440706312546e-01,9.94579343124982196e-01, 2.75336424858045214e-01,9.27823262696265250e-01, 6.43475746115778763e-02, 2.23592515802140096e-01
9.07784961661145751e-01,6.36007462901585718e-01, 4.02092235954110699e-01,3.09472899546395563e-01, 7.06917426345628930e-01,3.95947332959216802e-01, 5.58064685076560263e-02, 1.76126964662958019e-01
4.68471477602599107e-01,6.99535500875607008e-01, 5.68037321005090634e-01,2.01112493968634620e-01, 9.91801094764652946e-01,2.74140973002363397e-01, 2.18484756442881400e-01, 5.08091863899556073e-01
6.43863879441674225e-01,2.56695661363997130e-01, 8.12216048195104179e-01,7.49959964791885314e-02, 7.36062861544257707e-01,7.39863806664779133e-01, 9.80949292847188986e-02, 1.46582117192610439e-01
8.46151471961775536e-01,8.60771541189913059e-01, 1.37281095678530418e-01,8.40886717508585346e-01, 6.11995010796819172e-01,1.47159471357841021e-01, 5.01202296518017509e-01, 5.96242485791596888e-01
8.21164646121451680e-01,5.01989436087511010e-02, 8.89681196181099643e-01,4.36772624914134489e-01, 5.62942369419866750e-01,9.01360114066135476e-01, 1.58140563044060933e-01, 2.78426928549414365e-01
9.26920873169028159e-01,5.15474987555868402e-02, 1.38196177785598451e-01,8.44429182506732379e-01, 6.49860648990033041e-01,1.82637287810881399e-01, 1.16282223106996263e-01, 1.39006773556648311e-01
9.20945648434928987e-01,1.18054923633643449e-01, 9.21771109841007186e-01,5.32571226572356782e-01, 9.32269062231109724e-01,4.73703626726576843e-01, 4.40016534491308002e-03, 7.35858739259189626e-02
5.32461109862621074e-01,2.10609646072094869e-01, 8.85009882689180460e-01,8.57332066065366938e-01, 2.50974642694260952e-01,1.29290457877445530e-01, 1.53374629237202964e-01, 1.58867485875386544e-01
7.07134480762055317e-01,8.01672730647292608e-01, 3.99301492441789030e-01,7.50599364393337409e-01, 9.23494060544369555e-01,7.95399719258546134e-01, 1.29812519023388660e-02, 2.46743297784105774e-02
2.67512316244840620e-01,4.78394182712474136e-01, 9.31827200603381756e-01,5.26939254325265005e-01, 6.43702679279967938e-01,8.42784927100585390e-01, 2.23808007105928797e-01, 5.23501752674347509e-01
7.54494136200068777e-01,1.28988045370852733e-01, 8.75959053966078094e-01,8.69828090449105140e-01, 6.00190359878439272e-01,3.93095809887169523e-02, 1.03421629304302473e-01, 1.18181919167441973e-01
4.75902328503429728e-01,7.73492964196173194e-01, 9.11863129062121525e-02,7.18398483427547085e-01, 1.37019101803545595e-01,8.19490307179016053e-03, 2.75751825403821760e-01, 3.87465516155903134e-01
4.14514899243335844e-01,7.14271515744268837e-01, 3.77487485094734398e-01,6.58846413172557988e-01, 2.72334840288385505e-01,4.43241228361011652e-01, 2.15520634652431511e-03, 8.98449840328096813e-03
4.07512022436512300e-01,8.86635520365013585e-01, 3.47084343861249867e-01,1.56580499353213498e-01, 6.54994696597186454e-02,3.63336926351598088e-01, 2.18066262165832053e-01, 6.24224015934973120e-01
2.89572693577752394e-01,7.52494255121984201e-01, 4.65037730024596030e-01,7.73022801410669369e-01, 2.52988077186902416e-01,6.51031407223278347e-01, 1.70521533135136218e-02, 6.97040796874447144e-02
8.74431741209808933e-01,5.34242034067432203e-01, 9.86302691463190939e-01,6.38231998154359048e-01, 4.21945002603571373e-01,3.84815526294514321e-01, 3.03375942798725998e-02, 4.90389133920897807e-02
8.10631948651926892e-01,7.82867559577886785e-01, 3.05530557094602417e-01,9.43336760708468836e-01, 9.29067491170919135e-01,3.27624321561266640e-01, 2.10938736125767357e-01, 2.40715453985869188e-01
2.71650222458375445e-01,2.86668835334374372e-01, 6.01184270013652711e-02,5.65658304348812035e-01, 8.86629759051720256e-01,4.39711973170242132e-01, 2.03946304097717995e-01, 2.43939646294434903e-01
8.79630368959604780e-01,6.59281573439361446e-01, 6.07342154480445595e-01,7.72779036029014543e-01, 6.32239130725882448e-01,9.85128417881045659e-01, 6.06459776602546741e-02, 2.83652308821206955e-01
6.40344001002487118e-01,7.76903648476143016e-01, 1.04335775078769899e-02,5.85148154325142666e-01, 2.85092645279724222e-01,7.01626514163850246e-01, 2.07035477103142129e-02, 6.93965736472569039e-02
4.43791611421292975e-01,4.10841353118824970e-01, 7.07216770655808902e-01,5.06969866960819360e-01, 9.29653888756269975e-01,1.76558709126267699e-01, 1.08421161451721065e-01, 2.72203863080852260e-01
5.89454333418353960e-01,8.72656097305444245e-01, 7.39408174803066753e-01,2.04277973129702306e-01, 7.27864140934463277e-02,1.59976798661707220e-01, 4.52198533247156642e-01, 6.76850506988384115e-01
7.16629593819829713e-02,6.96084200219442950e-01, 8.86503099956829854e-01,5.09730808687325343e-03, 6.30842837299106507e-01,1.60020838772093943e-01, 5.04199788137598692e-02, 1.68664097238430954e-01
8.88669982258565749e-01,4.79836877474654200e-02, 7.43060683863319804e-01,9.97803052754652642e-01, 2.91230005631215594e-02,6.45714628887168685e-01, 7.29379185379328887e-01, 9.16264098705110719e-01
9.10608408505719558e-01,2.40949673752391846e-01, 2.61230691954183136e-01,1.54243324857202602e-01, 3.61982171511348483e-01,9.20406940928241823e-01, 4.88793786570889399e-01, 6.32530124592673659e-01
2.28394689089173042e-02,1.94477268810120618e-01, 5.31530022841983585e-01,4.73550938992505444e-01, 7.89320765276895653e-01,6.86216174855244221e-02, 2.77926329491479662e-01, 5.78983255110259387e-01
2.21748448952271970e-01,4.02426715531792101e-01, 3.81299342242056194e-01,2.24616142482975567e-01, 5.84382404228242058e-01,7.03723807887185804e-01, 1.12552371625496833e-01, 2.16292189668401080e-01
9.93526069420453961e-01,5.39753362750522658e-01, 4.71885396950376679e-01,6.43023172531318798e-01, 9.56628510656262532e-01,4.02579972025470911e-01, 7.53656236577704419e-02, 1.39282339653417409e-01
3.50666063994564681e-01,6.67828182200426168e-02, 7.06394332320991247e-01,8.13447825386868550e-01, 7.06582988413738677e-01,2.54627230846730779e-01, 1.98929145303750665e-01, 3.55980319822162772e-01
2.74817671585445678e-01,5.42734770100435915e-02, 4.64221240185148987e-01,2.99027753854733791e-01, 4.95021495822092761e-01,7.60263694348722874e-01, 7.98212388009501700e-02, 1.72674878886848154e-01
4.05065821243654756e-01,6.58802820108510989e-01, 6.93707536994159657e-01,3.01523135606267645e-01, 7.54741895212337255e-01,3.01745066195500344e-01, 2.18703946740410431e-02, 3.58326862649615385e-01
4.42920195555934426e-01,2.99664594777418358e-01, 3.66292545169844108e-01,6.20919798965226422e-01, 2.58432278620175593e-01,6.95690335926049008e-01, 2.89211813887510077e-02, 2.20365240518454047e-01
6.68588593611567195e-01,2.90773392025531541e-01, 6.60329901456913282e-01,5.42000339873252024e-02, 4.38950053831954623e-02,2.88655807599627279e-01, 1.47768371434237406e-01, 2.24055744253644606e-01
7.44521821652225468e-01,7.99301508000674454e-01, 3.97979873037571763e-01,2.94100277976666824e-01, 7.79296531385661684e-01,9.88186079417711416e-01, 4.78882013110439042e-02, 6.04700346186030219e-02
1.97359221411779084e-01,6.47611550444286310e-01, 9.89753819927379763e-01,6.43083553905138272e-02, 4.46589372822636776e-01,4.98972567918572030e-01, 2.75960167394580513e-02, 3.96680999697525197e-02
4.95873644038703598e-01,8.02672029723959790e-01, 8.32171914911485899e-02,2.42166119163147120e-01, 3.89717600727627178e-01,5.89728109573060211e-01, 2.83715929634320851e-02, 6.12245198019966685e-02
7.96639853843962520e-01,5.98081125931347213e-01, 3.33691666330296233e-01,8.61483032490802936e-02, 1.92683783067546521e-02,9.01526814825796885e-01, 5.38441605426962955e-01, 6.16135231917878889e-01
9.58650564610614597e-01,6.58553752242803103e-02, 3.15318716846675784e-01,4.78417530051551410e-01, 1.66812683797224248e-01,3.47494929380143813e-01, 1.45494647603728600e-01, 7.34907976549411868e-01
1.09395448373155180e-02,6.40857349290527400e-01, 9.05790684723136397e-01,9.85556024606467629e-02, 8.57981613123992570e-02,1.91659400037098582e-02, 5.15725307777825104e-01, 6.26011876232078879e-01
8.84998832802535662e-01,3.48018595715593571e-01, 7.02037791862929472e-02,5.84997940376067449e-02, 7.34672151698462672e-01,1.64197810961766555e-01, 1.06253865595794222e-01, 1.57922550702087661e-01
7.12014108508806087e-01,8.60183726416004935e-01, 5.71304874032383281e-01,9.13455538457734195e-01, 1.76211093231960492e-02,7.23060822184121599e-01, 5.62860322193606197e-02, 9.61324880109604984e-02
1.02252343005541202e-01,8.05708525796596575e-01, 6.27771684620703763e-02,6.44621278890405769e-01, 7.73922543195910695e-01,1.13054102812249369e-01, 1.35540157623210838e-01, 1.52659765252737167e-01
1.92005816096251669e-01,3.36940441346241792e-01, 2.89250330490924412e-02,7.67674565740838033e-01, 3.86015955125026955e-01,9.31290324557013327e-01, 1.80493831716233677e-01, 4.59517292111513209e-01
9.21019764027461330e-01,6.30038673166968599e-01, 6.32802782336362224e-01,4.33345476168808252e-01, 8.29567906174785152e-02,6.49567491432179622e-01, 1.70469822582186903e-01, 2.88524982952433284e-01
4.01647315089538992e-01,7.46657640353812657e-01, 4.81667060675493808e-01,4.41223407408144697e-01, 3.19897182362739341e-01,2.43331025894185315e-01, 6.52453567183159389e-02, 2.55264445671941453e-01
2.05255257579767703e-01,8.48404819061616244e-01, 5.64011775563036943e-02,7.11117473779849352e-01, 8.81471650865001899e-01,8.21851086120376606e-01, 9.67885849582980073e-02, 1.16267012850324800e-01
7.30200427902900406e-01,3.58385198129473892e-04, 3.01651498807420815e-01,9.88448167841746939e-01, 4.23964707195636503e-02,7.86372307841304297e-01, 3.42766637751833469e-01, 1.04277481700431984e+00
8.73392044892183472e-01,8.86850018054359812e-01, 9.89129334722576137e-01,6.21610745668013442e-01, 2.80895331907246137e-01,8.08093484257405126e-01, 1.66268464821521939e-01, 2.27026814614420203e-01
8.37367581524982585e-02,6.99720105094847944e-01, 6.15642968155481252e-01,5.25040528600496437e-01, 8.98914922632920943e-01,3.03485092920876331e-01, 6.83648870570600087e-02, 1.90100727441896933e-01
5.31702829644284614e-01,8.96630007717851618e-01, 5.40733995544615320e-01,7.13801599204644255e-04, 5.16165629386604374e-01,5.28058992022997886e-01, 1.72486554973601616e-02, 3.26730327774805707e-02
5.38911066826495588e-01,4.83754371572491459e-01, 8.59065473658900958e-01,1.86722045081489929e-01, 6.70531961081061501e-01,7.66824345827858411e-01, 1.29721760135051073e-01, 2.12669035494999770e-01
2.95729423381628220e-01,3.92292520494074592e-01, 1.48084641816580320e-01,4.09797676120424947e-01, 9.01701678552484287e-01,4.59341463540408945e-01, 2.05070651822596983e-02, 2.71529070322127745e-02
7.46293748849377492e-01,5.51034433871937623e-01, 1.43743104138938871e-01,4.45062975100088409e-01, 4.98071654534504971e-01,2.66283709291557980e-01, 1.45272275243721716e-01, 3.66039237662001027e-01
8.14163303193194632e-01,6.51500101190220060e-01, 7.34469234823091011e-01,8.44948674977232361e-01, 1.39902557060751831e-01,1.84401418453682631e-01, 1.67659774057478783e-01, 1.88652018168553953e-01
1.53324835756561195e-01,6.24077667957942839e-01, 3.22299836646066873e-01,2.54376094443950707e-01, 9.51382362567727791e-01,5.79140657796061831e-01, 2.87449892084697678e-01, 4.06021770145947425e-01
3.60394687887576892e-01,3.34124351517478546e-02, 1.91225859841252732e-01,4.67404995858209937e-01, 7.74685540690709717e-01,1.08910879340646694e-01, 1.92571131408052404e-01, 2.81210185209249064e-01
1.62604990304830554e-01,1.94752733219378915e-01, 3.88422631550503050e-01,1.94906342607151339e-01, 9.31304018999232541e-01,4.31938439598597901e-01, 5.34426373645648795e-02, 9.02180561391812269e-02
7.69862392639318660e-01,3.26966092018243781e-03, 7.13574438534181454e-01,6.62020288114837707e-01, 3.15992321984880253e-01,4.71968151143310921e-01, 2.72605114601667253e-01, 6.18613017531064902e-01
4.14204192708050201e-01,2.74163915644526357e-02, 5.17401376725994400e-01,7.24920338078376414e-02, 4.16677692979254832e-01,6.11174565892440791e-01, 6.01307051247908092e-02, 1.09723886494549672e-01
9.51306938682662917e-01,1.87152637324566551e-01, 9.06128219759855691e-01,1.83691945169172866e-01, 9.74431630885572164e-01,2.14439769906187294e-01, 1.15277025221191716e-03, 1.53897285218041104e-02
9.10799300023182878e-02,1.06092238880203471e-01, 4.75021477232888678e-01,6.95810626375845231e-01, 5.30452444302633275e-01,8.33999055018532331e-01, 2.03676185847407598e-02, 1.36795177618947134e-01
7.47567660993894267e-01,8.55395909247142927e-01, 3.70075386210704238e-01,9.40172943074615297e-01, 7.25069929421347958e-01,8.47753488203488503e-01, 4.79224585518717855e-03, 1.30640278316183859e-02
2.92541974001127913e-01,6.81829692667056508e-01, 2.37714596257092126e-01,6.85767187210808093e-01, 9.46063646454694540e-02,4.02863250595925759e-01, 1.60743688791956142e-02, 5.07013296498474431e-02
6.75559306700813322e-01,3.64804369891885027e-01, 9.65369962067698428e-01,1.21970970631483766e-01, 9.49641550718755334e-01,4.49568745846831264e-01, 9.11219423390636496e-02, 2.77831866745242406e-01
2.25187986242145755e-02,9.01787850439706995e-02, 8.26970859953216619e-01,8.17315748545233256e-01, 1.14563592583469487e-01,4.03789851382984510e-01, 1.85355896786374041e-01, 2.25020761307824807e-01
4.29967719780128710e-01,2.40211529109148447e-01, 2.23656156951733798e-01,2.57484840538508286e-01, 2.76564169803254933e-01,2.35764311670370263e-01, 3.56729967315192560e-03, 6.23730124464160554e-02
5.89230857626240390e-01,2.05113751687659440e-01, 5.26574678438124444e-01,6.48993572774703709e-01, 1.35092784256067744e-01,8.00218628444010038e-01, 1.64295728962599669e-01, 3.91483256840186533e-01
3.56387168709283553e-01,4.11202116722054645e-01, 6.79603596245130115e-01,6.82355091139667524e-01, 7.86976075872659497e-01,4.13319914029282476e-01, 1.16070956048691540e-01, 4.00700485743302082e-01
4.19994537737167328e-01,4.36026233896157800e-01, 1.73659922391209642e-01,7.81529742587938170e-01, 6.64160386396773883e-01,6.44362409587879714e-01, 1.35680569116268496e-01, 2.66396182862893460e-01
9.91420743407631866e-01,9.30512869043418234e-01, 9.28525904701954952e-01,4.11369491485720884e-01, 4.03098091270355230e-02,3.00070317128008024e-01, 4.54111360238570849e-01, 5.07295066200066702e-01
9.78723811246082320e-01,7.25956158216562786e-01, 8.33122656202967549e-01,9.74104995213476155e-01, 5.05098277311012533e-01,1.70241446332319302e-01, 1.98442329342827295e-01, 2.28563685129298477e-01
4.84780035695344669e-02,6.62259353497877123e-02, 5.18188392893631389e-01,6.90340794475968744e-01, 3.42044965614787366e-01,5.68156305802433925e-01, 5.25424065579266977e-02, 2.45098665685346939e-01
7.95466210684735331e-01,3.42438855110269391e-01, 6.95487588589588368e-01,2.61574276162929720e-01, 6.98894662838191127e-01,3.36949344409592011e-01, 7.26038383907337461e-03, 9.62251603826454194e-02
3.49869079596555110e-01,4.37244983191206749e-01, 7.36249963633115789e-01,3.61429989605392410e-01, 8.01358654670588755e-01,2.81625449216045598e-01, 2.58987338723804528e-02, 2.51456979895988919e-01
3.81505272697735487e-01,7.71360571413227447e-01, 9.47022103401921056e-02,1.28021765891336514e-01, 2.48293509749845098e-02,7.90398945858936997e-01, 2.34923725532873190e-01, 3.52710597500504153e-01
1.11729004420030309e-01,2.18210751298768879e-01, 4.97920119987673271e-01,4.67261887336696491e-01, 2.95268470796434368e-01,5.34967198917446041e-01, 7.66178132602621520e-02, 3.58592560031311569e-01
8.00847347826739497e-01,9.90443975585365899e-01, 9.01839117723437500e-02,5.35901549034495384e-02, 8.04669376086162402e-01,6.05231805325196826e-01, 2.77336886304657249e-01, 3.07243469796599111e-01
2.38769104404366050e-01,7.79066410817727317e-01, 6.72482878986290555e-01,8.72533006048677118e-01, 7.29252044810662192e-01,8.14916612897029324e-01, 3.02950439953025216e-02, 3.74544543178755018e-01
3.44882279676712367e-01,7.93313204160309815e-01, 1.32834093067215941e-01,3.28733185905954572e-01, 1.17560876437953321e-01,1.24790518680896634e-01, 3.61500414969519665e-02, 1.76760915722005002e-01
8.24841374201755739e-01,7.53161887892113469e-01, 7.49447035197518208e-01,9.09728259910636661e-01, 4.59280512498403848e-01,5.13907159265516111e-01, 7.52729899872994351e-02, 1.53372307094794852e-01
9.73283076175017414e-01,6.70196496868675662e-01, 7.69169307671210389e-01,9.30154243203489384e-01, 2.88438656078980893e-02,1.47751988644026055e-01, 3.52152406137110352e-01, 3.26932179661050593e-01
9.12809617873659440e-01,1.81442727097972933e-01, 2.30277335010557360e-01,4.50721336172974496e-01, 8.10653520187032628e-01,7.97926590833187732e-01, 3.93261686969876845e-01, 5.81485985607923195e-01
6.46412885207151566e-01,8.82009462680423573e-01, 8.26541358297689266e-01,5.87214958163080336e-02, 4.01630017596978472e-01,9.02784143132547290e-01, 1.97784677929162461e-01, 2.09299892958251743e-01
9.04706554897695803e-01,8.57798487342526395e-01, 3.70263409077307037e-01,3.85916377114032261e-01, 2.27091513008759183e-01,1.68701520970805374e-02, 1.29673969008957723e-01, 3.27587694181540712e-01
9.72707479638356132e-01,8.55351907026761005e-01, 3.05685406964664175e-01,1.82930646033399036e-02, 8.74348565883561468e-02,8.36118160597459914e-02, 2.26257602037176653e-01, 9.93162154645321427e-01
1.88071921577317780e-01,9.90513363626179366e-01, 3.91684822719533199e-01,8.47189461911574959e-02, 6.84475504134641977e-01,3.94247080615389711e-01, 3.28232086138057100e-01, 7.70374653925676833e-01
6.85888876969198646e-01,8.94298377047215931e-01, 5.45802647492299453e-03,7.91792147269622548e-01, 4.00708766231361424e-01,2.78137612432710624e-01, 3.90022055148558811e-01, 6.01771157196526185e-01
5.16834187345219798e-01,3.35819639661782632e-01, 7.72881625404033157e-01,4.96631053275112255e-01, 7.97485592611004823e-01,7.67698280608893446e-01, 6.54494703534714978e-02, 2.40462551596667740e-01
4.96374269550615699e-01,8.15452988744634455e-01, 1.54366804331123042e-02,3.50302415714727977e-01, 2.31225936099933582e-01,2.87233170144374883e-01, 1.30706866839184310e-01, 5.81391991439834221e-01
5.73429785711356832e-01,4.63325035253784212e-01, 1.73165852172130652e-01,7.12998980452062447e-01, 9.04168256608968157e-01,2.92372240040884579e-01, 1.41505405964115483e-02, 1.67783504728460306e-02
2.48283770909865975e-01,1.14731495884042300e-01, 9.40780693512172306e-01,6.23507294923415278e-01, 9.23102190755535679e-01,5.08215618332999997e-01, 7.08447368746953909e-02, 6.07383660316923146e-01
2.43382685806711963e-01,5.16816199252898234e-01, 2.19574807071414302e-01,1.09943624876173041e-01, 4.75398940843875684e-01,3.72953194131794619e-01, 9.78261239646363856e-02, 2.66624478803696774e-01
2.39458763447663037e-01,3.27505242646584871e-01, 4.31199998321111555e-01,5.99999873835909803e-01, 8.92878956366824794e-01,2.70129896503288225e-01, 1.89054714201971785e-01, 3.33184991989915691e-01
1.61591231180022610e-01,2.09673586298012027e-01, 7.89196908353946180e-01,4.57456229443452322e-01, 2.23580828551927180e-01,5.96133081202038673e-01, 2.27184226715201942e-01, 3.90104050496286048e-01
3.39192074857135317e-01,2.88138257834210321e-01, 6.05039129637929274e-01,2.88125319331672958e-01, 3.04959895369313116e-01,3.97961073092216511e-01, 2.91956290709350225e-02, 9.13651639131197318e-02
6.12156720236675778e-01,6.97493611697710181e-01, 9.74722037192316093e-01,6.96557863238108643e-02, 7.79949945359360686e-01,8.85554647188184330e-01, 1.73531342513109310e-01, 2.06874347789912510e-01
9.74327426237719951e-03,5.67916763388359169e-01, 7.58115504102153892e-01,5.24913509572283443e-02, 1.10454171224194875e-01,9.76692690325623558e-01, 3.57825507549716149e-01, 3.17068063461992566e-01
5.71843591809303442e-02,1.59674925763991116e-01, 2.32501776523559633e-01,1.53769350264795102e-01, 8.28984092455779975e-01,4.43925876664566066e-01, 5.43920641841892927e-02, 8.20008027838037418e-02
1.64002427565880127e-01,5.81886209441705549e-01, 1.68060560537704018e-01,6.31282752406894243e-01, 5.82621840944682279e-01,3.01194302907778821e-01, 2.18174369198575260e-02, 4.11708795141870615e-02
8.47549591216721465e-01,4.85038242809207709e-01, 6.95713676299694939e-01,8.09747623868809829e-01, 5.96449269094838974e-01,4.84664881634317202e-01, 8.15913198156471842e-02, 2.40044861856469033e-01
7.81119189012542958e-01,5.13088752713229734e-01, 2.68452117728053885e-01,4.10157091401441742e-01, 2.09566156029394435e-01,2.30784444262883248e-01, 8.58972198114855284e-02, 4.54985385373960938e-01
4.71617960201309527e-01,8.47969837389161762e-01, 9.17932412209750526e-01,9.28609028278650772e-02, 8.34333967494607753e-01,8.02427283480102282e-01, 2.53563797824583159e-01, 3.54895748411887868e-01
6.10742450187601871e-01,9.36676383686418923e-02, 7.71037428553268622e-01,7.13059804716393741e-01, 4.94296438488730061e-01,6.47065050203986636e-01, 1.60832573606482426e-01, 5.65314391930211269e-01
8.03447162594282727e-01,7.72270215610486477e-01, 3.80259201663918245e-01,9.63448255683124977e-01, 6.53588304384737029e-01,4.54185743125005259e-01, 1.63259242114765807e-01, 2.82466806187318009e-01
2.64556893383795955e-01,9.55488940989275837e-01, 1.35313513151771314e-01,6.70211959035118543e-02, 8.84092168733465078e-01,1.33096615379413419e-01, 6.56725873129702875e-01, 8.73667708059896020e-01
2.20398711598763786e-02,7.39706787114418063e-01, 6.15605889235703252e-01,8.93430755647405817e-01, 5.04271890815084500e-01,9.66265952423653873e-02, 4.55841168608009328e-01, 5.66582794557590086e-01
9.36980273711319867e-01,7.34181629843287387e-01, 7.97781334575292322e-01,9.57081862601121602e-01, 8.19866182701014856e-01,4.74297704130295705e-01, 6.22803249031737977e-02, 1.28867657546418074e-01
2.82506765201463894e-01,4.20162569352872106e-01, 3.22591452735986661e-01,7.19107500777124042e-01, 5.16407827668817987e-01,3.46293836373685937e-01, 7.28845421594046111e-02, 1.73458523880938992e-01
5.88080432506563833e-01,1.25396716836978284e-01, 9.06967087358109381e-01,1.83095554172256536e-01, 2.61894669030883209e-02,4.73596677330685334e-01, 1.43456776045795931e-01, 1.54679021158276087e-01
4.71198787203035985e-01,1.79351379776326092e-01, 8.95305855140835161e-01,8.04137978122693053e-01, 4.31588728065477101e-01,3.51891472448017995e-01, 9.79233069135612422e-02, 1.51178066539768924e-01
6.98312586171725536e-01,6.44153633531587833e-02, 1.77882272884631321e-01,8.29228314954140178e-02, 9.35758132483417993e-01,5.26973150632347398e-01, 2.45123610030977240e-01, 2.79062368288530038e-01
2.24536010059345092e-01,6.49233420323811927e-01, 7.58721597518450031e-01,8.36877829548587915e-01, 7.48278455528037401e-01,7.10296701761469529e-01, 6.56582168989564424e-02, 5.16948305582570322e-01
3.13533695862787676e-02,1.29295600453338433e-01, 5.50224191555473752e-01,4.18387430103581259e-01, 6.66455593058347340e-01,8.57190777961064909e-01, 1.94080705262369424e-01, 4.27550578600125908e-01
5.25623471700705003e-01,6.73829794006459037e-01, 9.57410364533783809e-01,5.49338681636408976e-01, 8.96711519378103006e-01,9.69866733949856452e-01, 1.74022034304561757e-01, 4.09573381904465350e-01
1.88499461886147079e-01,4.74516880575920452e-01, 6.99317107932178050e-02,6.91468301154536058e-01, 7.37761058573085160e-01,9.07241754455699989e-01, 1.70470298808406751e-01, 2.42896747739866248e-01
4.62279626134312727e-01,4.19105635133457999e-01, 1.80362755004518927e-01,9.88321357147137536e-01, 4.70712464411160769e-01,7.46356364699156338e-01, 9.70576058824846322e-02, 2.56796697832949283e-01
2.49019571446975618e-02,1.05685748337715602e-01, 9.04738710548418923e-01,3.44037598765668973e-01, 5.42978424184603181e-01,8.65237283207559660e-01, 5.44796871900558921e-01, 8.58699243947938395e-01
5.28161133662063964e-01,9.46021051158642878e-01, 1.50527765892569110e-01,6.71572577803495774e-01, 6.36045206644064720e-02,1.42477693046189402e-01, 1.75947931248570055e-01, 3.28146268664154583e-01
7.65337775295794165e-01,4.44606853815624148e-01, 6.87448912015918734e-01,3.61713324461719554e-01, 4.69992183527766394e-01,7.84374820582653176e-01, 5.09463791911677136e-02, 1.07183074405193868e-01
5.40903955579284501e-01,8.07724524941092703e-01, 6.41597942921171338e-01,5.43232080300551257e-01, 1.15498665171032910e-01,1.90180195200024826e-02, 1.91934488096433015e-01, 2.58433277911917003e-01
